Year,Team,Abbreviation,Avg,Ret,Yds,KRet_TD,20_yd_returns,40_yd_returns,Long,Fair Catch
2012,Jets,NYJ,26.2,50,1308,1,35,7,100,0
2012,Lions,DET,20,34,681,0,19,1,40,0
2012,49ers,SF,24.8,49,1216,0,34,3,94,0
2012,Packers,GB,25,43,1074,0,35,3,46,0
2012,Panthers,CAR,22.2,39,867,0,31,0,35,0
2012,Patriots,NE,21.2,38,807,1,20,1,104,0
2012,Raiders,LV,22.3,42,935,0,26,2,51,0
2012,Rams,LAR,21,38,799,0,22,1,48,0
2012,Ravens,BAL,27.3,60,1636,2,48,6,108,0
2012,Commanders,WAS,23.5,38,892,0,24,3,55,0
2012,Saints,NO,24.8,51,1266,0,37,2,75,0
2012,Seahawks,SEA,27.1,29,787,1,19,5,98,0
2012,Steelers,PIT,25.3,43,1086,0,29,6,68,1
2012,Texans,HOU,21.7,44,953,0,26,1,54,0
2012,Titans,TEN,23.6,63,1489,1,40,2,105,0
2012,Vikings,MIN,26.6,44,1171,1,32,6,105,1
2013,Bears,CHI,23.1,70,1614,0,44,5,80,1
2013,Bengals,CIN,25.1,39,980,0,29,3,71,1
2013,Bills,BUF,20.4,23,469,0,12,0,28,0
2013,Broncos,DEN,25,39,974,1,25,3,105,0
2013,Browns,CLE,23.3,40,931,0,24,3,86,0
2013,Buccaneers,TB,23.8,34,811,0,25,2,44,1
2013,Cardinals,ARI,20,27,540,0,15,1,46,0
2013,Chargers,LAC,22.1,32,707,0,23,1,42,1
2013,Chiefs,KC,29.9,44,1316,2,34,7,108,0
2013,Colts,IND,23.5,43,1011,0,34,0,39,0
2013,Cowboys,DAL,25.5,45,1147,0,30,3,90,1
2013,Dolphins,MIA,21.3,42,893,0,22,2,50,0
2013,Eagles,PHI,21.4,37,790,0,24,2,47,0
2013,Falcons,ATL,24.4,27,659,0,23,1,40,0
2013,Giants,NYG,21.2,44,933,0,26,2,56,0
2013,Jaguars,JAX,25.8,41,1060,0,35,4,59,0
2013,Jets,NYJ,22.7,45,1021,0,26,2,42,0
2013,Lions,DET,24,34,816,1,20,3,98,0
2013,49ers,SF,22.7,32,726,0,23,2,47,0
2013,Packers,GB,20.3,39,791,0,18,1,70,0
2013,Panthers,CAR,21.9,28,612,0,15,0,38,0
2013,Patriots,NE,24,39,935,0,28,3,83,0
2013,Raiders,LV,22.2,54,1201,0,39,1,41,0
2013,Rams,LAR,22.6,37,835,0,28,0,32,0
2013,Ravens,BAL,26.4,44,1163,1,34,3,77,0
2013,Commanders,WAS,20,51,1018,0,28,0,39,0
2013,Saints,NO,23,22,506,0,15,1,82,0
2013,Seahawks,SEA,21.2,33,698,0,21,2,58,0
2013,Steelers,PIT,22.4,43,962,0,27,4,46,0
2013,Texans,HOU,24.6,51,1257,0,35,4,50,0
2013,Titans,TEN,24.9,44,1096,0,33,2,95,0
2013,Vikings,MIN,24.9,66,1646,2,37,10,109,0
2014,Bears,CHI,23.4,55,1290,1,34,4,101,0
2014,Bengals,CIN,27.6,45,1241,0,36,3,97,0
2014,Bills,BUF,23.3,33,770,1,18,2,102,0
2014,Broncos,DEN,25.1,32,802,0,17,4,77,0
2014,Browns,CLE,21.6,37,801,0,23,0,39,0
2014,Buccaneers,TB,22.8,36,819,0,28,1,45,0
2014,Cardinals,ARI,19,22,417,0,12,1,43,0
2014,Chargers,LAC,22.2,26,577,0,19,0,35,1
2014,Chiefs,KC,28,51,1430,1,40,4,99,0
2014,Colts,IND,28,38,1065,0,33,3,76,0
2014,Cowboys,DAL,23.9,33,790,0,25,1,42,0
2014,Dolphins,MIA,26.4,41,1082,0,30,4,74,2
2014,Eagles,PHI,27.3,32,874,2,21,3,107,0
2014,Falcons,ATL,23.5,50,1174,0,28,3,66,0
2014,Giants,NYG,23.3,44,1025,0,35,2,45,0
2014,Jaguars,JAX,24,43,1033,0,31,1,40,1
2014,Jets,NYJ,23.1,58,1342,0,35,5,87,0
2014,Lions,DET,24.5,25,612,0,18,1,41,0
2014,49ers,SF,24.5,45,1104,0,33,1,57,0
2014,Packers,GB,19.1,29,555,0,17,1,41,1
2014,Panthers,CAR,21.8,37,805,0,24,2,49,0
2014,Patriots,NE,22.4,31,693,0,19,1,81,0
2014,Raiders,LV,21.8,47,1027,0,35,1,42,0
2014,Rams,LAR,24.4,45,1099,0,34,2,75,0
2014,Ravens,BAL,28.3,38,1077,1,30,5,108,0
2014,Commanders,WAS,21.8,36,783,0,20,2,45,0
2014,Saints,NO,25.9,21,543,0,14,1,99,0
2014,Seahawks,SEA,21,39,820,0,25,2,47,0
2014,Steelers,PIT,21.7,35,758,0,22,1,41,0
2014,Texans,HOU,21.1,20,422,0,12,1,41,0
2014,Titans,TEN,23.4,48,1121,0,33,5,52,0
2014,Vikings,MIN,21.7,54,1173,0,29,5,51,0
2015,Bears,CHI,27,33,892,0,24,3,74,0
2015,Bengals,CIN,20.6,34,700,0,19,2,58,0
